continuous-variable qrng
continuous-variable quantum sensing
continuum coupling
continuum elasticity
continuum emission
continuum hypothesis
continuum limit
continuum mechanics
continuum model
continuum opacity
continuum percolation
continuum shell model
continuum theory
contour integral
contour length
contour tree
contract analysis
contract net protocol
contractile activity
contraction analysis
contraction mapping
contraction of ideals
contragredient representation
contrast agent
contrast distortion
contrast enhancement
contrast resolution
contrast sensitivity function
contrast-to-noise ratio
contrastive distillation
contrastive divergence
contrastive learning
contrastive learning for multilingual
contrastive learning for sentiment
contrastive loss
contrastive predictive coding
contrastive sentiment
control barrier function
control constraint
control flow graph
control function
control function approach
control group
control hazard
control landscape
control lyapunov function
control of chaos
control plane
control pulse
control region
control space
control theory
control variable
control variates
controllability gramian
controllability matrix
controllable summarization
controllable text generation
controlled vocabulary
controller placement problem
convection zone
convective available potential energy (cape)
convective envelope
convective instability
convective term
convective zone
convenience sampling
conventional neutrino
convergence almost surely
convergence analysis
convergence diagnostics
convergence in distribution
convergence in lp
convergence in mean
convergence in measure
convergence in probability
convergence of geometric flows
convergence order
convergence rate
convergence ratio
convergence theorems
convergence to equilibrium
convergent boundary
convergent evolution
convergent sequence
conversational qa
converse theorem
conversion electron
conversion rate (cvr)
convex body
convex combination of adaptive filters
convex conjugate
convex dynamic programming
convex function
convex game
convex geometry
convex hull
convex hull trick
convex integration
convex loss
convex optimal control
convex optimization
convex optimization problem
convex polygon
convex polytope
convex risk measure
convex set
convex symplectic manifold
convexity in symplectic geometry
convolutional code
convolutional layer
convolutional neural network
convolutional neural network (cnn)
convolutional recurrent neural network
convolutive mixture
conway group
conway notation
conway polynomial
cook's distance
cook-levin theorem
cool core
cooling of neutron stars
cooling time
cooper pair
cooperation dynamics
cooperation in networks
cooperation in public goods
cooperation under noise
cooperative agents
cooperative co-evolution
cooperative communication
cooperative control
cooperative estimation
cooperative game
cooperative game theory
cooperative learning
cooperative localization
cooperative mac
cooperative manipulation
cooperative mapping
cooperative marl
cooperative movement
cooperative perception
cooperative rearrangement region
cooperative search
cooperative transport
cooperative work
cooperatively rearranging region
coordinate ascent
coordinate descent
coordinate ring
coordinate-based network
coordinated multiple views
coordination class
coordination cost
coordination number
coordination theory
copeland's method
copenhagen interpretation
copernican revolution
coplanar waveguide
coplanar waveguide resonator
copositive programming
coprime array
coprime factor uncertainty
copy mechanism
copy number variation
copying collection
core (game theory)
core accretion
core accretion model
core collapse
core collapse time
core dynamo
core mass
core polarization
core radius
core-collapse supernova
core-cusp problem
core-mantle boundary
core-shell nanowire
core-shell structure
coreference resolution
coriolis and centrifugal forces
coriolis effect
coriolis force
corneal reflection
corner point
cornish-fisher expansion
corona algebra
coronal density
coronal dimming
coronal heating
coronal heating problem
coronal hole
coronal loop
coronal mass ejection
coronal mass ejection (cme)
coronal mass ejection initiation
coronal mass ejection kinematics
coronal mass ejection speed
coronal multichannel polarimeter
coronal seismology
coronal spectroscopy
coronal streamer
coronal temperature
coroot system
corotating interaction region
corpus alignment
corpus cleaning
corpus linguistics
corpus query language
corpus size
corrective maintenance
correlated double sampling
correlated equilibrium
correlated uncertainty
correlated-k method
correlation alignment (coral)
correlation attack
correlation coefficient
correlation dimension
correlation electron cyclotron emission
correlation filter
correlation function
correlation layer
correlation length
correlation matrix
correlation power analysis
correlation time
correspondence theory
cortical column
corticospinal tract
coseismic displacement
coset construction
coset enumeration
cosine decay
cosine similarity
cosine similarity scoring
coslice category
cosmetic defect
cosmic abundance
cosmic acceleration
cosmic censorship
cosmic censorship conjecture
cosmic chemical evolution
cosmic explorer
cosmic infrared background
cosmic microwave background
cosmic microwave background (cmb)
cosmic microwave background anisotropy
cosmic microwave background constraints
cosmic microwave background polarization
cosmic neutrino background
cosmic ray
cosmic ray acceleration
cosmic ray anisotropy
cosmic ray calibration
cosmic ray composition
cosmic ray detector
cosmic ray energy spectrum
cosmic ray flux
cosmic ray hit
cosmic ray ionization
cosmic ray modulation
cosmic ray muon
cosmic ray observatory
cosmic ray positron excess
cosmic ray propagation
cosmic ray rejection
cosmic ray removal
cosmic ray source
cosmic rays
cosmic shear
cosmic string
cosmic strings
cosmic structure formation
cosmic variance
cosmic web
cosmic-ray acceleration
cosmic-ray spectrum
cosmogenic isotope
cosmological constant
cosmological constant problem
cosmological neutrino mass bound
cosmological parameter
cosmological parameter estimation
cosmological parameters
cosmological perturbation theory
cosmological principle
cosmological redshift
cost curve
cost estimation
cost function
cost functional
cost model
cost of carry
cost partitioning
cost volume
cost-based optimizer
cost-optimal planning
costate variable
cotangent bundle
cotangent sheaf
cotilting module
couette flow
coulomb barrier
coulomb blockade
coulomb branch
coulomb collision
coulomb diamond
coulomb dissociation
coulomb excitation
coulomb explosion
coulomb friction
coulomb gap
coulomb gas
coulomb gauge
coulomb interaction
coulomb pseudopotential
coulomb scattering
coulomb term
coulomb's law
coulombic efficiency
count sketch
count-min sketch
countable choice
countable compactness
countably compact
countably rectifiable
counterexample-guided abstraction refinement
counterexample-guided abstraction refinement (cegar)
counterfactual evaluation
counterfactual explanation
counterfactual fairness
counterfactual reasoning
counterfactual theory of causation
counterparty risk
counting complexity
counting dp
counting process
counting rate
counting sort
coupled channels
coupled cluster
coupled cluster method
coupled cluster singles and doubles
coupled cluster theory
coupled euler-lagrange
coupled field equations
coupled map lattice
coupled mode theory
coupled model
coupled oscillators
coupled problem
coupled problems
coupled-channel approach
coupled-channels calculation
coupled-mode theory
coupling from the past
coupling method
coupling parameter
courant algebroid
courant number
courant-fischer theorem
courant-friedrichs-lewy condition
courcelle's theorem
cournot competition
course evaluation
covalent inhibitor
covariance estimation
covariance fitting
covariance matrix
covariance matrix estimation
covariant derivative
covariant derivative of spinor
covariant galileon
covariant hamiltonian optimization for motion planning (chomp)
covariant loop quantum gravity
covariate balance
covariate shift
covariation analysis
cover relation
cover song identification
cover time
coverage control
coverage criteria
coverage error
coverage mechanism
coverage penalty
coverage probability
coverage process
covering index
covering map
covering number
covering radius
covering relation
covering space
covert attention
cox process
cox proportional hazards model
cox regression
cox-ingersoll-ross model
cox-snell residual
coxeter functor
coxeter group
coxeter group action
coxeter matrix
coxeter matroid
coxeter system
coxeter torus
coxeter transformation
cp asymmetry
cp eigenstate
cp violation
cpi (cycles per instruction)
cpt symmetry
cpt theorem
cr submanifold
"cr-doped (bi,sb)2te3"
crack bridging
crack propagation
cragg-donald f statistic
craig interpolation
cramer's theorem
cramer-rao bound (crb)
cramér function
cramér's conjecture
cramér's model
cramér's theorem
cramér-chernoff bound
cramér-rao bound
cramér-rao lower bound
cramér-von mises criterion
cramér-von mises test
cramér–von mises test
crank of a partition
crank statistic
crank-nicolson method
crank-nicolson scheme
cranking model
crash failure
crash fault
crashed failure
crc-aided decoding
creation of limits
creation operator
creative commons
creative pair
creative set
creative telescoping
credible interval
credit assignment
credit assignment problem
credit cycle
credit default swap
credit enhancement
credit migration
credit portfolio model
credit rating
credit risk
credit scoring
credit spread
credit value adjustment
cremona transformation
creutz ratio
criterion-referenced assessment
critical balance
critical chemical potential
critical collapse
critical cooling rate
critical coupling
critical current
critical current density
critical current density (jc)
critical curve
critical density
critical disorder
critical endpoint
critical exponent
critical exponents
critical field
critical graph
critical line
critical magnetic field
critical nucleus
critical path
critical path heuristic
critical phenomena
critical point
critical point symmetry
critical point theory
critical probability
critical ratio
critical region
critical resolved shear stress
critical rotation frequency
critical section
critical slowing down
critical space
critical strip
critical surface
critical temperature
critical temperature (tc)
critical thinking
critical velocity
critical window
crn compiler
cronbach's alpha
cronin effect
crooks fluctuation theorem
crooks relation
cross compilation
cross curvature flow
cross entropy
cross helicity
cross model
cross polarization
cross section
cross section scaling
cross-beam energy transfer
cross-domain recommendation
cross-entropy loss
cross-entropy method
cross-lingual benchmark
cross-lingual embedding
cross-lingual entity linking
cross-lingual fine-tuning
cross-lingual information retrieval
cross-lingual knowledge distillation
cross-lingual pre-training objective
cross-lingual question answering
cross-lingual sentiment analysis
cross-lingual summarization
cross-lingual transfer
cross-lingual word alignment
cross-link density
cross-modal alignment
cross-modal attention
cross-modal contrastive learning
cross-modal embedding
cross-modal generation
cross-modal learning
cross-modal plasticity
cross-modal re-ranking
cross-modal retrieval
cross-modal transfer learning
cross-model distillation
cross-phase modulation
cross-project defect prediction
cross-resonance gate
cross-roll instability
cross-scale internal learning
cross-section of returns
cross-sectional arbitrage
cross-sectional dependence
cross-sectional sampling
cross-sentence extraction
cross-shard communication
cross-site scripting
crossbar switch
crossed product
crossflow instability
crossing flow
crossing number
crossing probability
crossing symmetry
crossover design
crossover operator
crowd anomaly detection
crowd control
crowd counting
crowd crush
crowd density
crowd dynamics
crowd emotion
crowd flow
crowd management
crowd monitoring
crowd phase transition
crowd pressure
crowd simulation
crowd turbulence
crowded field
crowding distance
crowding out effect
crust-core transition
crustal heating
crustal thickness
cryo-electron microscopy
cryo-electron microscopy (cryo-em)
cryogenic buffer gas cell
cryogenic calorimeter
cryogenic detector
cryogenic microwave engineering
cryogenic microwave measurement
cryogenic target
cryogenic temperature
cryptographic hash
cryptographic hash function
cryptographic protocol
cryptographic sortition
crystal base
crystal basis
crystal calorimeter
crystal defect
crystal field theory
crystal graph
crystal growth
crystal habit
crystal lattice
crystal oscillator
crystal phase
crystal scintillator
crystal structure
crystal structure prediction
crystal symmetry
crystalline cohomology
crystalline curvature
crystalline representation
crystallographic group
cshkp model
csiq database
css code
cta (cherenkov telescope array)
ctc loss
cubature kalman filter
cube attack
cube method
cubic nonlinear schrodinger equation
cubic spline
cubic spline interpolation
cubical complex
cubical persistence
cubical type theory
cuckoo filter
cuckoo hashing
cultural evolution
cultural transmission
culturally responsive teaching
cumulant generating function
cumulant method
cumulative constraint
cumulative gain (cg)
cumulative hazard function
cumulative incidence function
cumulative return
cumulative universe
cuntz algebra
cuntz semigroup
cuntz-krieger algebra
cuntz-pimsner algebra
cup product
cuprate superconductor
cure model
curie temperature
curie-weiss law
curiosity-driven exploration
current account
current algebra
current density
current fluctuations
current fragmentation
current renormalization
current sheet
curriculum alignment
curriculum design
curriculum learning
curriculum mapping
curriculum meta-learning
curry-howard correspondence
curse of dimensionality
curvature and topology
curvature bound
curvature dimension
curvature flow
curvature form
curvature homogeneity
curvature homogeneous
curvature in general relativity
curvature in optimal transport
curvature invariant
curvature measure
curvature of a connection
curvature of a curve
curvature of a graph
curvature of a metric
curvature of a metric space
curvature of a polyhedron
curvature of a surface
curvature operator
curvature operator positivity
curvature parameter
curvature perturbation
curvature perturbation on uniform-density slices
curvature pinching
curvature radiation
curvature radius
curvature scale
curvature singularity
curvature tensor
curvature tensor symmetries
curvature vector
curvature-dimension condition
curve complex
curve fitting
curve graph
curve of growth
curve reconstruction
curve shortening flow
curved exponential family
curvelet transform
curzon-ahlborn efficiency
cusp bifurcation
cusp form
cusp singularity
cusp-core problem
cuspidal representation
cuspy halo problem
custodial symmetry
cusum algorithm
cut elimination
cut locus
cut metric
cut norm
cut point
cut rule
cut vertex
cut-based analysis
cut-free proof
cut-off low
cut-set bound
cutkosky cutting rules
cutoff energy
cutoff frequency
cutoff phenomenon
cutoff radius
cutoff regularization
cutoff scale
cutoff wavelength
cutting plane
cutting plane method
cutting stock problem
cw complex
cyber security
cyber-physical system
cyberbullying detection
cycle consistency loss
cycle cutset
cycle decomposition
cycle in hypergraph
cycle index
cycle type
cyclic code
cyclic cohomology
cyclic coordinate
cyclic defect
cyclic group
cyclic homology
cyclic polytope
cyclic scheduling
cyclic subspace
cyclic universe
cyclic vector
cyclic voltammetry
cyclical learning rate
cyclin-dependent kinase
cyclomatic complexity
cyclostationary detection
cyclotomic extension
cyclotomic field
cyclotomic polynomial
cyclotron frequency
cyk algorithm
cylindrical algebraic decomposition
cylindrical function
cylindrical vector beam
cytoskeletal dynamics
cytoskeletal remodeling
cytoskeleton remodeling
cytoskeleton-membrane interaction
cz gate
czochralski method
céa's lemma
d meson
d'alembert's principle
d'yakonov-perel' mechanism
d* lite
d-finite function
d-gap function
d-optimal design
d-wave pairing
d-wave pairing symmetry
d4000 index
dade's conjecture
dag scheduling
dag shortest path
dag-based consensus
dag/ip3 pathway
dalitz plot
dalitz plot analysis
dalton minimum
damage tolerance
damped oscillation
damping injection
damping ratio
damping ring
damping scale
damping time
daniel k. inouye solar telescope
dantzig-wolfe decomposition
darboux function
darboux theorem
darboux transformation
darcy's law
dark channel prior
dark count
dark current
dark energy
dark energy equation of state parameter
dark energy perturbation
dark energy spectroscopic instrument
dark energy survey
dark frame
dark knowledge
dark matter
dark matter annihilation
dark matter candidate
dark matter capture
dark matter decay
dark matter density
dark matter density profile
dark matter effective field theory
dark matter experiment
dark matter fraction
dark matter halo
dark matter halo mass function
dark matter halo profile
dark matter halo spin
dark matter mass
dark matter particle explorer
dark matter perturbation
dark matter relic density
dark matter scattering
dark matter search
dark matter subhalo
dark matter velocity
dark matter-nucleon cross-section
dark mode
dark patterns
dark photon
dark pool
dark sector
dark silicon
dark siren
dark soliton
dark state
dark-field microscopy
data abstraction
data acquisition
data acquisition (daq)
data acquisition software
data acquisition system
data annotation
data anonymization
data assimilation
data association
data augmentation
data breach
data buffer
data center interconnect
data center network
data center tcp
data citation
data cleaning
data commons
data compression
data cooperatives
data cube
data curation
data deduplication
data dependence
data dependency
data dictionary
data durability
data erasure
data ethics
data ethics framework
data exploitation
data flow analysis
data flow graph
data format
data fusion
data governance
data hazard
data heterogeneity
data imbalance
data imputation
data independence
data integrity
data lineage
data loading
data locality
data migration
data minimization
data mining
data model
data modeling
data normalization
data parallelism
data partitioning
data placement
data plane
data poisoning
data poisoning attack
data portability
data preprocessing
data privacy
data processing inequality
data protection officer
data provenance
data reduction
data reduction pipeline
data release
data replication
data retention
data sharding
data skew
data sovereignty
data sparsity
data splitting
data storytelling
data stream
data streaming
data striping
data structure
data subject rights
data term
data trust
data types
data versioning
data visualization
data warehouse
data-dependent generalization bound
data-driven background
data-driven discovery
data-driven method
data-driven modeling
data-driven simulation
data-free continual learning
data-ink ratio
data-level parallelism
data-to-text generation
dataflow analysis
dataflow architecture
dataflow programming
dataflow scheduling
datasheet for datasets
datta-das transistor
davenport constant
davenport-schinzel sequence
davey-stewartson equation
davey-stewartson system
daya bay
dbi inflation
dc josephson effect
dc squid
dcase challenge
dcc model
dccp (datagram congestion control protocol)
ddos attack
de branges theorem
de broglie wavelength
de broglie-bohm theory
de bruijn sequence
de finetti's theorem
de gennes scaling
de giorgi method
de giorgi-nash-moser theorem
de haas-van alphen effect
de novo assembly
de novo drug design
de rham cohomology
de sitter black hole
de sitter space
de sitter vacua
de/dx calibration
de/dx energy loss
dead code elimination
dead layer
dead material
dead pixel
dead reckoning
dead state
dead time
dead zone
deadline-aware scheduling
deadlock detection
deadlock prevention
deadweight loss
dean flow
debiased contrastive learning
debiased lasso
debiasing word embeddings
deblocking filter
deborah number
debris disk
debt value adjustment
debt-to-equity ratio
debye length
debye screening
debye shielding
debye temperature
debye-hückel theory
debye-waller factor
decadal variability
decay constant
decay of correlations
decay phase
decay table
decay time
decay vertex
deceleration parameter
decentralized control
decentralized partially observable markov decision process
decentralized pomdp
decentralized pomdp (dec-pomdp)
decentralized training
decidability of regular language properties
decidable language
decidable predicate
decidable subset
decision boundary
decision making
decision rule
decision support system
decision theory
decision tree
decision tree clustering
decision under risk
decision under uncertainty
decision-directed approach
decision-level fusion
decoding circuit
decoding complexity
decoding strategy
decoherence time
decomposable continuum
decomposition group
decomposition matrix
deconfined quantum criticality
deconfinement transition
deconvolution algorithm
decoupling capacitor
decoy state method
dedekind cut
dedekind domain
dedekind eta function
dedekind zeta function
dedekind-macneille completion
deductive reasoning
deductive synthesis
deductive verification
deductive-nomological model
deep anomaly detection
deep approximation
deep back-projection
deep back-projection network
deep belief network
deep belief network (dbn)
deep clustering
deep convection
deep depletion
deep deterministic policy gradient
deep deterministic policy gradient (ddpg)
deep ensembles
deep gaussian process
deep hashing
deep image prior
deep inelastic collision
deep inelastic scattering
deep inelastic scattering (dis)
deep inference
deep lattice
deep learning
deep learning detection
deep learning for grasping
deep learning for intrusion detection
deep learning for pedestrian dynamics
deep learning for ranking
deep learning for recommendation
deep learning for spectral estimation
deep learning free energy
deep learning in slam
deep learning reconstruction
deep learning registration
deep learning scheduler
deep learning theory
deep learning-based fusion
deep level
deep level transient spectroscopy
deep metric learning
deep neural network
deep neural network (dnn)
deep packet inspection
deep potential
deep q-network
deep q-network (dqn)
deep reinforcement learning
deep residual channel attention network
deep sort
deep speaker embedding
deep survival learning
deep time-frequency learning
deep water formation
deep-level transient spectroscopy (dlts)
deepfake detection
def-use chain
default correlation
default intensity
default logic
default option
default probability
defect annealing
defect annihilation
defect clustering
defect dynamics
defect energy
defect engineering
defect equilibrium concentration
defect formation energy
defect group
defect indices
defect level spectroscopy
defect prediction
defect sink
defect source
defect state
defect tolerance
defect turbulence
defect-defect interaction
defect-induced magnetism
defect-mediated turbulence
defect-prone module
defective matrix
defensive distillation
deferred acceptance algorithm
deferred charge
deffuant model
defi (decentralized finance)
deficiency index
deficiency subspace
deficit model
definable function
definable set
definable type
deflection angle
deformable detr
deformable image registration
deformable mirror
deformable registration
deformation field
deformation of complex structure
deformation of complex structures
deformation quantization
deformation quantization with separation of variables
deformation retract
deformation theorem
deformation theory
degasperis-procesi equation
degenerate code
degenerate energy levels
degenerate fermi gas
degenerate gas
degradation model
degraded broadcast channel
degraded mac
degree centrality
degree correlation
degree distribution
degree of a curve
degree of a polynomial
degree of a variety
degree of exactness
degree of extension
degree of polymerization
degree reverse lexicographic order
degree sequence
degree theory
degrees of freedom
degrees of freedom (dof)
dehn filling
dehn function
dehn surgery
dehn twist
deift-zhou method
deit (data-efficient image transformers)
delaunay edge
delaunay refinement
delaunay triangulation
delay argument
delay differential equation
delay differential equation (dde)
delay differential equation model
delay differential equation with almost periodic coefficients
delay differential equation with bounded delay
delay differential equation with distributed delay
delay differential equation with impulses
delay differential equation with infinite delay
delay differential equation with multiple delays
delay differential equation with neutral term
delay differential equation with periodic coefficients
delay differential equation with random delay
delay differential equation with state-dependent delay
delay differential equation with switching
delay differential equation with time-varying delay
delay differential equation with unbounded delay
delay differential equations (ddes)
delay differential-algebraic equation
delay line
delay measurement
delay model
delay rate
delay tolerant network (dtn)
delay tracking
delayed feedback control
delayed rejection
delayed star formation history
delayed-choice experiment
delegated proof of stake
delete relaxation
deliberative agent
deliberative polling
deligne cohomology
deligne conjecture
deligne's conjecture
deligne's theorem
deligne-lusztig theory
deligne-mumford compactification
deligne-mumford stack
delta feature
delta hedging
delta isobar
delta m^2
delta method
delta potential
delta-eddington approximation
delta-normal var
delzant polytope
demagnetizing field
demand paging
demarcation problem
democratic co-learning
democratic mass matrix
demographic inference
demographic parity
demographic stochasticity
demons algorithm
dempster-shafer theory
denavit-hartenberg parameters
dendritic growth
dendritic protein synthesis
dendritic spine
deniable authentication
denial of service
denial of service (dos)
denoising autoencoder
denoising diffusion probabilistic model
denoising diffusion probabilistic model (ddpm)
denoising pre-training
denoising score matching
denominator set
denotational semantics
dense block
dense connection
dense core
dense gas tracer
dense graph
dense index
dense linear order
dense matrix
dense optical flow
dense output
dense passage retrieval
dense periodic orbits
dense polynomial
dense random graph
dense reconstruction
dense representation
dense retrieval
dense set
dense suspension
dense wavelength division multiplexing
density correlation function
density dependence
density evolution
density field
density fluctuation
density fluctuations
density functional perturbation theory
density functional theory
density functional theory (dft)
density increment argument
density independence
density limit
density matrix
density matrix renormalization group
density of states
density parameter
density plot
density point
density profile
density theorem
density wave theory
density-based clustering
density-based method
density-based spatial clustering
density-dependent selection
deontic logic
dependence structure
dependency analysis
dependency grammar
dependency graph
dependency hell
dependency management
dependency parsing
dependent choice
dependent pattern matching
dependent type
dependent type theory
dependent types
dependent variable transformation
dephasing time
dephasing time (t2)
depleted field effect transistor
depletion depth
depletion force
depletion interaction
depletion region
depletion voltage
depolarization field
depolarization field effect
depolarization ratio
depolarizing channel
depolarizing noise
depth camera
depth estimation
depth from defocus
depth map
depth of an ideal
depth of field
depth-dose curve
depth-first search
derivation tree
derivative of distribution
derivative pricing
derived attribute
derived category
derived category of coherent sheaves
derived couple
derived equivalence
derived functor
derived localization
derived series
derrida's formula
descendant field
descendant operator
descending auction
descent set
descent theory
describing function
description logic
description logic reasoning
descriptive set theory
descriptor matching
design domain
design effect
design of experiments (doe)
design pattern
design system
design theory
design variable
desparsified lasso
detached eddy simulation
detailed balance
detection efficiency
detection error tradeoff curve
detection loophole
detection probability
detection significance
detection theory
detection threshold
detector resolution
detector simulation
determinantal point process
determinantal variety
determined blind source separation
determining equations
deterministic algorithm
deterministic context-free language
deterministic dynamic programming
deterministic finality
deterministic finite automaton (dfa)
deterministic mac
deterministic model
deterministic policy gradient
deterministic pushdown automaton
deterministic sampling
deterministic signature
detrended cross-correlation analysis
detrended fluctuation analysis
detrital remanent magnetization
deturck trick
detweiler's redshift
deuterium fractionation
deuterium-tritium (dt) fuel
devaney chaos
developer experience
developmental encoding
deviance information criterion
deviance residual
device driver
device-independent qkd
device-independent quantum cryptography
device-independent quantum information
device-independent quantum key distribution
device-independent quantum randomness
device-to-device communication (d2d)
dewey decimal classification
dexterous hand
dexterous manipulation
dg method (discontinuous galerkin)
dglap equation
dglap evolution
dhcp (dynamic host configuration protocol)
diagnostic assessment
diagnostic system
diagonal disorder
dialectica interpretation
dialog state
dialogue act
dialogue act classification
dialogue concerning the two chief world systems
dialogue context
dialogue evaluation
dialogue generation
dialogue model
dialogue policy
dialogue safety
dialogue state tracking
dialogue summarization
dialogue system
diametral pair
diamond detector
diamond light source
diamond operator
diamond principle
diary study
diboson production
dice coefficient
dice loss
dicke model
dicke narrowing
dickey-fuller test
dickson's conjecture
dictator game
dictatorship test
dictionary attack
dictionary learning
dictionary matching
dictyostelium discoideum
die swell
diebold-mariano test
diehard tests
dielectric anisotropy
dielectric breakdown
dielectric constant
dielectric elastomer
dielectric film
dielectric function
dielectric loss
dielectric medium
dielectric metasurface
dielectric screening
dielectric spectroscopy
dielectric tunability
dielectronic recombination
diffeomorphic registration
diffeomorphism constraint
diffeomorphism invariance
difference body
difference coarray
difference set
difference-in-differences (did)
differentiable rendering
differential algebra
differential cohomology
differential conductance
differential cross section
differential cryptanalysis
differential detection
differential effective medium
differential elimination
differential entropy
differential equation
differential equation model
differential equations method
differential evolution
differential expression analysis
differential fault analysis
differential field
differential flatness
differential flux
differential form
differential game
differential geometry
differential graded algebra
differential graded lie algebra
differential ideal
differential interference contrast
differential invariant
differential module
differential photometry
differential power analysis
differential power analysis (dpa)
differential power analysis countermeasure
differential privacy
differential privacy in deep learning
differential pulse-code modulation
differential rotation
differential scanning calorimetry
differential testing
differential-algebraic equations (daes)
differentiated instruction
differentiation matrix
diffie-hellman key exchange
diffraction limit
diffractive optical element (doe)
diffserv (differentiated services)
diffuse attenuation coefficient
diffuse layer
diffuse optical tomography
diffuse supernova neutrino background
diffusion adaptive filter
diffusion coefficient
diffusion couple
diffusion current
diffusion model
diffusion monte carlo
diffusion of innovations
diffusion prediction
diffusion probabilistic model
diffusion process
diffusion rate
diffusion speed
diffusion weighted imaging
diffusion-based inpainting
diffusion-driven instability
diffusion-limited aggregation
diffusive phonon transport
diffusive shock acceleration
diffusive shock acceleration (dsa)
diffusive term
diffusive transport
digamma function
digit dp
digital activism
digital asset management
digital authoritarianism
digital certificate
digital citizenship
digital curation
digital democracy index
digital divide
digital divide policy
digital elevation model (dem)
digital filter
digital forensics
digital holography
digital humanities
digital identity
digital inclusion
digital labor
digital library
digital literacy
digital microfluidics
digital micromirror device (dmd)
digital object identifier (doi)
digital preservation
digital public sphere
digital quantum simulation
digital referendum
digital rights
digital rights management
digital rock physics
digital signal processing
digital signature
digital signature algorithm
digital signature algorithm (dsa)
digital signature standard (dss)
digital sovereignty
digital surface model (dsm)
digital surveillance
digital terrain model (dtm)
digital trace data
digital twin
digital-to-analog converter
dihedral angle
dijet invariant mass
dijet resonance
dijkstra's algorithm
dilated convolution
dilation scale
dilation theory
dilepton resonance
dilute solution
dilution refrigerator
dilworth's theorem
dimension formula
dimension group
dimension of a scheme
dimension of a variety
dimension reduction
dimension table
dimension-six operator
dimensional crossover
dimensional reduction
dimensional regularization
dimensionality reduction
dimer-atom scattering
dingle temperature
diode detector
diophantine approximation
diophantine equation
dip coating
dipolar gas
dipolar quantum gas
dipole anisotropy
dipole approximation
dipole magnet
dipole mode
dipole moment
dipole radiation
dirac algebra
dirac cone
dirac delta
dirac equation
dirac equation in curved spacetime
dirac neutrino
dirac operator
dirac phase
dirac semimetal
dirac spinor
dirac structure
dirc detector
direct adaptive control
direct band gap
direct bandgap
direct capture
direct cp violation
direct detection
direct drive
direct effect
direct encoding
direct image functor
direct image sheaf
direct imaging
direct instruction
direct integral
direct manipulation
direct measurement
direct mechanism
direct method
direct method in the calculus of variations
direct numerical simulation
direct numerical simulation (dns)
direct photon
direct preference optimization (dpo)
direct product
direct reaction
direct reciprocity
direct revelation mechanism
direct scattering problem
direct simulation monte carlo
direct solver
direct sum
direct sum decomposition
direct theorem
direct urca process
direct volume rendering
directed acyclic graph
directed acyclic graph (dag)
directed colimit
directed complete partial order
directed graph
directed information
directed percolation
direction of arrival (doa)
direction-of-arrival estimation
directional detection
directory-based coherence
dirichlet boundary condition
dirichlet character
dirichlet condition
dirichlet convolution
dirichlet distribution
dirichlet eigenvalue
dirichlet form
dirichlet kernel
dirichlet l-function
dirichlet problem
dirichlet process
dirichlet series
dirichlet smoothing
dirichlet unit theorem
dirichlet's approximation theorem
dirichlet's theorem
dirichlet's theorem on primes in arithmetic progressions
dirichlet-to-neumann map
dirichlet-to-neumann operator
dirty beam
dirty image
dirty paper coding
dirty read
disconnected diagram
discontinuous entities
discontinuous galerkin method
discotic liquid crystal
discount factor
discount rate
discounted cost
discounted cost criterion
discounted cumulative gain (dcg)
discounted reward criterion
discourse analysis
discourse coherence
discourse corpus
discourse relation
discourse representation theory
discovery sensitivity
discovery threshold
discrete choice experiment
discrete cosine transform
discrete cosine transform (dct)
discrete delay
discrete differential geometry
discrete dipole approximation
discrete entropy inequality
discrete flavor symmetry
discrete fourier transform
discrete geometry
discrete group
discrete group action
discrete hirota equation
discrete integrable system
discrete isometry group
discrete isoperimetric inequality
discrete kdv equation
discrete latent
discrete logarithm
discrete logarithm problem
discrete memoryless mac
discrete morse theory
discrete nls equation
discrete ordinates method
discrete scale invariance
discrete series
discrete spacetime
discrete spectrum
discrete speech representation
discrete strategy
discrete topology
discrete valuation ring
discrete velocity method
discrete wavelet transform
discrete-time optimal control
discrete-variable qrng
discrete-variable quantum sensing
discriminant analysis
discriminant function
discriminant modular form
discrimination discovery
discriminative correlation filter (dcf)
discriminative loss
discriminative model
discriminative training
disease-free equilibrium
disentangled representation
disintegration theorem
disjoint paths
disjoint set union
disjoint union
disjunction property
disk dispersal
disk galaxy
disk instability
disk instability model
disk lifetime
disk mass
disk population
disk scale length
disk substructure
disk viscosity
disk wind
disk wind absorption lines
dislocation density
disorder-induced topological phase
disordered bosons
disordered phase
disordered photonics
disordered quantum spin chain
disordered quantum wire
disordered superconductors
disparate impact
disparate treatment
disparity map
dispatching rule
dispersal kernel
dispersion compensation
dispersion engineering
dispersion function
dispersion management
dispersion measure
dispersion measure (dm)
dispersion parameter
dispersion relation
dispersion solution
dispersionless equation
dispersionless integrable system
dispersive equation
dispersive readout
dispersive shock wave
displaced vertex
displacement cascade
displacement current
displacement energy
displacement field
displacement mapping
displacement thickness
displacive transition
display logic
displayed category
dispositional properties
dissipation coefficient
dissipation error
dissipation rate
dissipative quantum system
dissipative soliton
dissipative solitons
dissipative structure
dissipative system
dissociation constant
dissociation energy
dissociation rate
dissociative recombination
distance between sets
distance conjecture
distance field
distance function
distance ladder
distance metric learning
distance modulus
distant supervision
distillable entanglement
